the_geom,OBJECTID,BusinessName,Address,Suite,City,State,Zip,PhoneNumber,BusinessType,OwnerName,LocationX,LocationY
POINT (-90.076989294557 29.951922709288),876755,GUMBO SHOP,630 SAINT PETER ST,,NEW ORLEANS,LA,70116-3214,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ROBERTS GUMBO SHOP INC  ROBERTS, WILLIAM R",3678691.8167,530187.70942
POINT (-90.007634342311 29.933668546469),876953,MCDONALDS,4589 GENERAL MEYER AVE,,NEW ORLEANS,LA,70131,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LJC MANAGEMENT,3700730.85245,523797.325115
POINT (-90.065456002153 29.950210849132),876581,COUNTER BAR,8 CANAL ST,,NEW ORLEANS,LA,70130,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),THE HOSPITALITY MANAGEMENT OF NEW ORLEANS INC,3682350.89698,529605.442625
POINT (-90.108498233249 30.005022626404),876869,LAKEVIEW PEARL,6300 CANAL BLVD,STE A,NEW ORLEANS,LA,70124,504-810-8270,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LAKEVIEW PEARL, LLC",3668507.6082,549388.901651
POINT (-90.116704704989 29.926626736056),876915,M LANGENSTEIN & SONS INC,1330 ARABELLA ST,,NEW ORLEANS,LA,70115-4205,504-899-5001,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),M LANGENSTEIN & SONS INC,3666212.96609,520853.426553
POINT (-90.104739378147 29.93504870808),877200,ROOK CAFE,4516 FRERET ST,,NEW ORLEANS,LA,70115,618-520-9843,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"GRREN DRAGON , LLC",3669970.10606,523956.404988
POINT (-89.999912773961 29.911395962499),877306,SUBWAY 45665,5163 GENERAL DE GAULLE DR,D,NEW ORLEANS,LA,70131,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RANDAL 45665 CORPORATION,3703270.68497,515726.661748
POINT (-90.003432390072 29.931801966673),876636,DOMINO'S PIZZA #5210,4855 GENERAL MEYER AVE,,NEW ORLEANS,LA,70131,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),RPM PIZZA INC,3702069.57719,523133.996411
POINT (-90.12510622346 29.919047719689),876558,CLANCY'S RESTAURANT,6100 ANNUNCIATION ST,,NEW ORLEANS,LA,70118,504-895-1111,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ANNUNCIATION FOODS, INC",3663580.87117,518069.256566
POINT (-90.076989294557 29.951922709288),877343,TASTEE # 77,901-903 HARRISON AVE,,NEW ORLEANS,LA,70124,504-737-1808,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"TASTEE #38, LLC.",3678691.8167,530187.70942
POINT (-90.076989294557 29.951922709288),876555,CITY DONUTS,3125 ST. CLAUDE AVE. STE:3,,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CITY DONUTS AND CAFE 2 LLC,3678691.8167,530187.70942
POINT (-90.076989294557 29.951922709288),877005,MR. ED'S OYSTER BAR & FISH HOUSE,301 N. CARROLLTON AVE,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"301 N. CARROLLTON AVENUE, LLC.",3678691.8167,530187.70942
POINT (-90.065910810089 29.942232635844),876620,DIAMOND STREET GRILL,923 S PETERS ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"JERRY FERTEL RESTAURANT, LLC",3682238.96284,526702.681662
POINT (-90.088304417458 29.960551950223),876389,AVERYS PO BOYS,2510 TULANE AVE,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"AVERY'S PO BOYS,LLC",3675074.61179,533286.515396
POINT (-89.912066147199 30.039183783686),877346,TAY DO CAFE,14401 PELTIER DR,SUITE HM,NEW ORLEANS,LA,70129,504-254-0008,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),KIM NGUYEN,3730523.24979,562528.929952
POINT (-89.999912773961 29.911395962499),877050,OISHII SUSHI HOUSE,5163 GENERAL DE GAULLE DR,STE: N,NEW ORLEANS,LA,70131,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),OISHI SUSHI HOUSE LLC,3703270.68497,515726.661748
POINT (-90.130681050238 29.94794944046),876897,LIVE OAK CAFE,8140 OAK ST,,NEW ORLEANS,LA,70118,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"GOOD FOOD,GOOD TIMES,LLC",3661704.61856,528560.438144
POINT (-90.060720896522 30.023772462048),876779,HOMEGROWN PIZZA,6325 ELYSIAN FIELDS AVE,,NEW ORLEANS,LA,70122,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"HOMEGROWN PIZZA,LLC",3683553.27074,556371.877338
POINT (-90.062914393979 29.956427536046),877379,THE JAXSON ON THE RIVER,620 DECATUR ST,SUITE 2B,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JAXSON GROUP NOLA LLC,3683130.68514,531874.971523
POINT (-90.051027304691 29.965703269776),877372,THE FRANKLIN,2600 DAUPHINE ST,,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE FRANKLIN RESTAURANT LLC,3686856.99055,535289.894918
POINT (-90.069624887326 29.954302044418),877176,REDFISH GRILL,115 BOURBON ST,,NEW ORLEANS,LA,70130,504-523-6441,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),115 BOURBON ST LLC,3681014.32648,531078.567554
POINT (-90.111454235452 30.020556253133),876528,CHATEAU ROBERT E LEE BLVD,139 ROBERT E LEE BLVD,,NEW ORLEANS,LA,70122,504-465-0826,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"CHATEAU ROBERT E LEE BLVD, LLC",3667511.80468,555027.581977
POINT (-90.051253055715 29.964997164129),876833,JONO,705 FRANKLIN AVE,,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"JONO, LLC",3686788.38582,535032.328966
POINT (-90.066855291475 29.952402903505),876559,CLEO'S,117 DECATUR ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),YASSINE ENTERPRISES LLC,3681898.97314,530397.65325
POINT (-90.077670513593 29.936547397776),876788,HOUSTON'S RESTAURANT,1755 ST CHARLES AVE,,NEW ORLEANS,LA,70130,504-261-9732,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"HILLSTONE RESTAUTRANT GROUP, INC.",3678537.36731,524594.319356
POINT (-90.077057031254 29.983604495263),877271,STABLE KITCHEN,1751 GENTILLY BLVD,,NEW ORLEANS,LA,70119,504-345-8558,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),15 LOMELI LLC,3678544.05627,541708.166924
POINT (-90.076811966838 29.929455182299),876612,DEANIE'S ON MAGAZINE,2200 MAGAZINE ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),OLIVE CATERING SERVICE LLC,3678837.56206,522018.315386
POINT (-90.11307422733 29.959752620029),876653,DUNBAR'S CREOLE CUISINE,7834 EARHART BLVD,,NEW ORLEANS,LA,70125,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DUNBAR'S CREOLE CUISINE LLC,3667234.62676,532911.476036
POINT (-90.033006178947 30.005896008433),877019,NEW MOON CHINESE RESTAURANT,4800 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70126,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"NEW MOON RESTAURANT,INC",3692396.98787,549969.769492
POINT (-90.076022653667 29.955466371932),877504,WOW CAFE,1415 TULANE AVE,,NEW ORLEANS,LA,70112,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),CV TMC LLC,3678983.77896,531479.673603
POINT (-90.059725621492 29.961903957193),876880,LE RICHELIEU CORP,1234 CHARTRES ST,A,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LE RICHELIEU CORP       FRANK ROCHEFORT,3684118.27682,533877.608325
POINT (-90.076226869571 29.937723473369),877358,THE BLIND PELICAN,1628 ST CHARLES AVE,,NEW ORLEANS,LA,70130,504-919-4423,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"3705 IBERVILLE,LLC",3678989.89774,525026.996221
POINT (-89.94498321058 30.012111544861),877075,PALACE TRUCK STOP & CASINO,12170 OLD GENTILLY RD,STE:B,NEW ORLEANS,LA,70129,504-241-0409,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),AMID TRAVEL PLAZA INC,3720228.10841,552556.804182
POINT (-90.076989294557 29.951922709288),876544,CHINESE TEA GARDEN,5226-28 ELYSIAN FIELDS AVE,,NEW ORLEANS,LA,70122,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LAGRAIZE & LIN LLC,3678691.8167,530187.70942
POINT (-90.065459072547 29.947705033795),876928,MANNINGS RESTAURANT,519 FULTON ST,,NEW ORLEANS,LA,70130,504-533-6118,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JCC FULTON DEVEPLOPMENT LLC.,3682360.00732,528694.225984
POINT (-90.113792457879 29.960096560177),876381,ASUKA SUSHI & HIBACHI,7912 EARHART BLVD,,NEW ORLEANS,LA,70125,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ASUKA SUSHI & HIBACHI LLC,3667005.87399,533034.124676
POINT (-90.076989294557 29.951922709288),877029,NEYOW'S CREOLE CAFE,3332-30 BIENVILLE AVE,,NEW ORLEANS,LA,70119,504-822-4529,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"NEYOW'S CREOLE CAFE, LLC",3678691.8167,530187.70942
POINT (-90.079071202837 29.928013158585),876984,MOLLY’S RISE AND SHINE,2368 MAGAZINE ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),MOLLY’S RISE AND SHINE,3678127.71899,521486.103929
POINT (-90.073981624158 29.938764903539),876344,1415 CREOLE GARDENS,1415 PRYTANIA ST,,NEW ORLEANS,LA,70130,504-569-8700,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CREOLE GARDENS, LLC",3679696.82831,525413.506301
POINT (-89.991662452936 30.028219649029),876916,MA MOMMAS HOUSE,5741 CROWDER BLVD,,NEW ORLEANS,LA,70127,504-244-0021,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MA MOMMAS HOUSE, LLC",3705386.89835,558238.331548
POINT (-90.076828162678 29.977233964989),877113,PIROGUES,2565 BAYOU RD,,NEW ORLEANS,LA,70119,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"RESTAURANT TEAM, LLC",3678641.9108,539392.391946
POINT (-90.060536143871 29.961231668159),877259,SONIAT HOUSE,1133 CHARTRES ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SONIAT HOUSE INC,3683864.35426,533630.287429
POINT (-90.085358685825 29.98073293635),876898,LOLA'S RESTAURANT,3312 ESPLANADE AVE,,NEW ORLEANS,LA,70119,504-488-6946,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ANDALUZ INC,3675927.41614,540635.238859
POINT (-90.081010126783 29.973332834577),876594,CRESCENT CITY RESTAURANT,1001 N BROAD ST,,NEW ORLEANS,LA,70119,504-821-3271,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CRESCENT CITY REST INC  VOJKOVICH, FRANK",3677333.46773,537959.297737
POINT (-90.09943177962 29.95008058892),876415,BEAUCOUP EATS LLC,3911 WASHINGTON AVE,,NEW ORLEANS,LA,70125,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),BEAUCOUP EATS LLC,3671592.26465,529440.619713
POINT (-90.112998773662 29.947429826046),877150,PYRAMIDS CAFE,3151 CALHOUN ST,,NEW ORLEANS,LA,70125,504-861-9602,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"HILMI, INC",3667306.24212,528430.691264
POINT (-90.111914554346 29.963387808083),876943,MCDONALD'S  SCOTT MANAGEMENT,3443 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"SCOTT MANAGEMENT TEAM, INC",3667587.73671,534237.282949
POINT (-90.104137164654 29.935439714588),876794,ICE CREAM 504 COMPANY,2511 JENA ST,,NEW ORLEANS,LA,70115,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"ICE CREAM 504 COMPANY STORE, LLC",3670159.3138,524100.634876
POINT (-90.011683549879 29.920035319317),876456,BURGER KING #1511,4230 GENERAL DE GAULLE DR,,NEW ORLEANS,LA,70131,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"GPS HOSPITALITY PPARTNERS IV, LLC",3699505.56413,518825.013495
POINT (-90.065108310929 29.948111175216),876745,GORDON BIERSCH BREW REST-,200 POYDRAS ST,,NEW ORLEANS,LA,70130,423-752-1973,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BIG RIVER BREWERIES, INC",3682469.45116,528843.14304
POINT (-90.079231892309 29.934769287448),877370,THE EIFFEL SOCIETY,2040 ST CHARLES AVE,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LVX NEW ORLEANS LLC,3678049.93326,523942.318268
POINT (-90.099980250673 29.96637559805),876437,BOSWELL JAMAICAN GRILL,3521 TULANE AVE,,NEW ORLEANS,LA,70119,504-482-6600,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DARBOZ INC,3671354.79899,535364.234822
POINT (-90.068797991638 29.955838482173),876378,ARNAUD'S RESTAURANT,813 BIENVILLE ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ARNAUD'S RESTAURANT,INC",3681270.00348,531640.161347
POINT (-90.097434026903 29.9741486013),877453,VESSEL,3835 IBERVILLE ST,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"VESSEL NOLA,LLC",3672130.49748,538199.485065
POINT (-90.099151854269 29.97701915713),877081,PANERA BREAD,309 N CARROLLTON AVE,,NEW ORLEANS,LA,70119,423-599-7105,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CSC INVESTMENTS, LLC",3671575.39815,539237.468938
POINT (-90.076989294557 29.951922709288),876512,CATON STREET,2103 CATON STREET,,NEW ORLEANS,LA,70118,985-892-7876,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),CATON STREET,3678691.8167,530187.70942
POINT (-90.060353058893 29.997481700065),877195,RO'S SMOKING JO'S,3827 FRENCHMEN ST,,NEW ORLEANS,LA,70122,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"RO'S SMOKING JO'S,LLC",3683775.88002,546812.811665
POINT (-90.127735838534 29.949506201276),877352,THAI MINT,1438 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,504-780-9001,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BASIL LEAF INC,3662631.35066,529136.3376
POINT (-90.105911558529 29.920358356733),876435,BORDEAUX,4734 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"SE RESTUARANT GROUP,LLC",3669656.07617,518610.474679
POINT (-90.059765069828 29.996706477633),877423,THE YARD GRILL AND BAR,2164 MILTON ST,,NEW ORLEANS,LA,70122,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE YARD GRILL AND BAR LLC,3683965.12361,546532.978897
POINT (-90.038485270358 30.027346522711),877040,NOLA PAR 9,6514 CONGRESS DR,,NEW ORLEANS,LA,70126,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),T3D LLC,3690574.74825,557750.376091
POINT (-90.129864573612 29.942017449642),877472,WAFFLES ON MAPLE LLC,7712 MAPLE ST,,NEW ORLEANS,LA,70118,504-889-7642,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),WAFFLES ON MAPLE LLC,3661985.83559,526406.053502
POINT (-90.129141446682 29.941711595875),876717,FRESCO,7625 MAPLE ST,,NEW ORLEANS,LA,70118,504-466-0634,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),MAPLE RESTAURANT MGT LLC,3662216.01767,526297.239358
POINT (-90.074991157744 29.953550921348),876343,14 PARISHES JAMAICAN RESTUARANT,234 LOYOLA AVE,STALL #15,NEW ORLEANS,LA,70112,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"14 PARISHES JAMAICAN RESTUARANT,LLC",3679318.05544,530786.730434
POINT (-90.098455362651 29.921250863338),877320,SUPERFOOD BAR,4113 MAGAZINE ST,,NEW ORLEANS,LA,70115,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),STONE RILEY LLC,3672014.44993,518960.399543
POINT (-90.113065863217 29.946318146988),876648,DRAGON KING,6221 S CLAIBORNE AVE,STE:102,NEW ORLEANS,LA,70125,504-865-0222,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DRAGON KING INC,3667289.30106,528026.216383
POINT (-90.070278403843 29.950244964209),876803,INTER CONTINENTAL,444 ST CHARLES AVE,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),NORTHWEST AIRMOTIVE INC,3680823.64776,529600.982337
POINT (-90.0447009878 29.967562719224),877217,SAINT GERMAN WINE BAR,3054 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"SAINT GERMAN WINE BAR,LLC",3688852.42927,535988.529863
POINT (-90.105888447434 29.983400250854),876452,BUDS BROILER,500 CITY PARK AVE,,NEW ORLEANS,LA,70119,504-486-2559,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"SHANNON M PRINCE, LLC",3669417.82657,541534.9771
POINT (-90.053984819428 29.969017958654),876845,KEBAB,2315 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,504-432-1062,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),KEBAB NOLA LLC,3685907.1215,536484.770567
POINT (-90.066115532266 29.958229245652),876823,JESTER MARDI GRAS DAIQUIRIS,619 BOURBON ST,,NEW ORLEANS,LA,70130,504-581-5334,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"P & J DAIQUIRI CAFE, LLC.",3682109.79688,532518.914948
POINT (-90.07166079606 29.953942824124),877399,THE ROOSEVELT HOTEL WAC,123 BARONNE ST,,NEW ORLEANS,LA,70112,504-648-1200,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"FCH SUB-TENANT, LLC",3680371.07893,530940.837378
POINT (-90.076989294557 29.951922709288),876547,CHUCK E CHEESE'S,3701 GENERAL DE GAULLE DR,,NEW ORLEANS,LA,70114,214-258-8507,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CEC ENTERTAINMENT,INC",3678691.8167,530187.70942
POINT (-90.059980588928 29.960024699721),876702,FLAMBO BURGERS-BAR,1101 DECATUR ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"FLAMBO BURGERS-BAR, LLC",3684045.14012,533193.34394
POINT (-89.9707219108 30.030476149585),876838,JULIE'S KITCHEN,5609 READ BLVD,,NEW ORLEANS,LA,70127,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),JULIE HOA CORPORATION,3712003.15192,559137.069532
POINT (-90.07709220625 29.97694736314),876955,MCHARDY'S CHICKEN & FIXIN,1458 N BROAD ST,,NEW ORLEANS,LA,70119-2359,504-949-0000,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),MCF LLC,3678559.46139,539287.25601
POINT (-90.107153316449 29.935042066517),877385,THE MIDWAY ON FRERET ST.,4725 FRERET ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"NWDC, LLC",3669205.5899,523945.800508
POINT (-89.955517026745 30.040082731647),876444,BREAUX'S PIZZERIA & WINE BAR,5931 BULLARD AVE,STE #7,NEW ORLEANS,LA,70128,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BREAUX'S PIZZERIA & WINE BAR,LLC",3716772.1614,562687.909664
POINT (-90.105820828445 29.920711191087),876370,APOLLINE RESTAURANT,4729 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-894-8881,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LAMBAY GROUP, LLC.",3669683.44199,518739.086007
POINT (-90.069767712856 29.952529441348),876975,MIKE SERIO'S PO BOYS & DELI,133 ST CHARLES AVE,,NEW ORLEANS,LA,70130,504-524-0049,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"SERIO, MICHAEL",3680976.20776,530433.485186
POINT (-90.118713740516 29.916084770997),877488,WENDY'S #235,5600 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70115,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"HAZA FOODS OF LOUISIANA, LLC",3665617.2457,517013.228213
POINT (-90.052180861804 29.969441192907),876413,BAYOU SECRET/MAYHAW,2381 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BAYOU SECRET, LLC",3686476.55273,536645.055751
POINT (-90.076422297933 29.986284250503),876515,"CATTY SHACK ROADHOUSE TEX-MEX, LLC",1839 GENTILLY BLVD,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SMITH CATHERINE J,3678734.3012,542684.833037
POINT (-90.1301756054 29.95548769424),876470,"C & L RESTAURANT, LLC",8638 HICKORY ST,,NEW ORLEANS,LA,70118,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"C & L RESTAURANT, LLC",3661835.89946,531303.31981
POINT (-90.075488832888 29.949935750897),876360,ALLEGRO BISTRO,1100 POYDRAS ST,101,NEW ORLEANS,LA,70163,504-582-2350,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LIGURIA, INC",3679174.89243,529470.390785
POINT (-90.054157827877 29.966797524704),877493,WHO DAT COFFEE CAFE,2401 BURGUNDY ST,,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"WHO DAT COFFEE CAFE, LLC",3685861.35913,535676.727175
POINT (-89.976984977843 30.038744501554),876466,BURRITOS GRILLE,7009 READ BLVD,,NEW ORLEANS,LA,70127,504-261-8437,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BURRITOS GRILLE,LLC",3709985.84638,562120.242527
POINT (-90.070201419071 29.945990891977),877170,REBELLION BAR AND URBAN KITCHEN,748 CAMP ST,,NEW ORLEANS,LA,70130,504-669-0774,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"EMPIRE ASSOCIATES,LLC",3680865.07938,528054.315455
POINT (-89.982184534371 30.02939555155),877152,RAIN CAFE LOUNGE,9301 LAKE FOREST BLVD,STE 100,NEW ORLEANS,LA,70127,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BARRE ENTERTAINMENT,LLC",3708380.86315,558701.173596
POINT (-90.074991157744 29.953550921348),876522,CENTRAL CITY BBQ,234 LOYOLA AVE,STALL 4,NEW ORLEANS,LA,70112,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"CCBBQ PYTHIAN,LLC",3679318.05544,530786.730434
POINT (-90.094492935713 29.921261474468),877103,PHO CAM LY,3814 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-644-4228,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ADEN & SARAH INC,3673269.55995,518977.806711
POINT (-90.125458189713 29.941714915891),876474,CAFE AU PLAY,1011 LOWERLINE ST,,NEW ORLEANS,LA,70118,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),CAFE AU PLAY LLC,3663382.48967,526310.724414
POINT (-90.064803889299 29.943255523782),877033,NO MARRIOTT AT THE CONVENTION CENTER-[REST],859 CONVENTION CENTER BLVD,,NEW ORLEANS,LA,70130,504-613-2840,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MARRIOTT HOTEL SERVICES, INC",3682585.40232,527078.519806
POINT (-90.013653732659 30.028206778773),876727,GABBY'S REST & LOUNGE,6600 MORRISON RD,A,NEW ORLEANS,LA,70126,504-241-9137,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),GABBY'S REST & LOUNGE   INC,3698428.45098,558152.841243
POINT (-90.114313356062 29.916068439134),876768,HEAVENLY HAM,5300 TCHOUPITOULAS ST,D8,NEW ORLEANS,LA,70115,504-891-5100,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DWS HAM LLC,3667011.26394,517022.092213
POINT (-90.070396673337 29.950703585262),876912,LUKE,333 ST CHARLES AVE,,NEW ORLEANS,LA,70130,504-378-2840,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LUKE RESTAURANT LLC,3680784.35733,529767.341121
POINT (-90.075006833036 29.930625240837),876836,JUAN'S FLYING BURRITO,2018 MAGAZINE ST,,NEW ORLEANS,LA,70130,050-456-9000,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JUAN'S FLYING BURRITO LLC,3679404.64181,522450.06489
POINT (-90.066588764406 29.952698491963),876579,COTERIE RESTAURANT,135 DECATUR ST,,NEW ORLEANS,LA,70130,504-529-8600,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JRKW ENTERPRISES LLC,3681982.18421,530506.07277
POINT (-90.066739907919 29.949956090691),877186,RESTAURANT AUGUST,301 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70130,504-299-9777,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BESH RESTAURANT GROUP LLC,3681945.34581,529508.306561
POINT (-90.069719171688 29.9453551638),877257,SOFIA,516 JULIA ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"SOFIA NOLA,LLC",3681020.34888,527824.825279
POINT (-90.054206857653 30.028183997923),877230,SASSAFRAS RESTAURANT,6600 FRANKLIN AVE,#B4,NEW ORLEANS,LA,70122,504-554-1810,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"SASSAFRAS RESTAURANT, LLC",3685596.64431,557999.040667
POINT (-90.059035678007 29.966345556936),877361,THE BURGUNDY,2000 BURGUNDY ST,UNIT A,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),PAR LEAU LLC,3684318.77397,535495.166406
POINT (-90.06724717005 29.95673192658),877110,PIER 424 SEAFOOD MARKET RESTAURANT,424 BOURBON ST,,NEW ORLEANS,LA,70130,504-250-1780,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),426 BOURBON LLC,3681757.48533,531970.473475
POINT (-90.076989294557 29.951922709288),876357,ALBERTOS CHEESE AND WINE BISTRO,1100 N PETERS ST,11,NEW ORLEANS,LA,70130,504-905-6935,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ALBERTOS TAPAS LLC,3678691.8167,530187.70942
POINT (-90.108491563774 29.952656305937),876588,"CREATIVE FOODS, LLC",4044 VENDOME PL,,NEW ORLEANS,LA,70125,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CREATIVE FOODS, LLC",3668713.27252,530346.466818
POINT (-90.074081708859 29.941358249238),877353,THAT'S AMORE PIZZERIA ST CHARLES AVE,1205 ST CHARLES AVE,C3,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"JAZZ VENTURE,LLC",3679654.76706,526356.192382
POINT (-90.072315061148 29.947904333993),876350,ACE HOTEL,630 CARONDELET ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ACE GROUP NEW ORLEANS LLC,3680188.06543,528742.740096
